model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA__Size-640x640_Epoch-44_Images-182_Batch-1__random_distortion.pth,random_7_operations,test,44,0.040535948692673913,0.9847282436437778,2023-06-18 19:36:16.779622,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion']

ORCA__Size-640x640_Epoch-45_Images-182_Batch-1__random_distortion.pth,random_7_operations,train,45,0.04255390974723703,0.9834370304987986,2023-06-18 19:38:45.034033,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion']

ORCA__Size-640x640_Epoch-45_Images-182_Batch-1__random_distortion.pth,random_7_operations,test,45,0.04135480851114711,0.9845170512952309,2023-06-18 19:38:45.034033,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion']

ORCA__Size-640x640_Epoch-46_Images-182_Batch-1__random_distortion.pth,random_7_operations,train,46,0.04363731252397973,0.9834980924836887,2023-06-18 19:41:13.772998,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion']

ORCA__Size-640x640_Epoch-46_Images-182_Batch-1__random_distortion.pth,random_7_operations,test,46,0.04274211546994353,0.9842799564830041,2023-06-18 19:41:13.772998,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion']

ORCA__Size-640x640_Epoch-47_Images-182_Batch-1__random_distortion.pth,random_7_operations,train,47,0.0423048482235562,0.9835705968835853,2023-06-18 19:43:42.848210,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion']

